name,SRR25723234,SRR25723214,SRR25723247,SRR25723239,SRR25723287,SRR25723205,SRR25723224,SRR25723274,SRR25723191,SRR25723256,SRR25723200,SRR25723208,SRR25723235,SRR25723286,SRR25723293,SRR25723276,SRR25723199,SRR25723220,SRR25723272,SRR25723201,SRR25723219,SRR25723217,SRR25723185,SRR25723261,SRR25723212,SRR25723196,SRR25723279,SRR25723271,SRR25723207,SRR25723215,SRR25723245,SRR25723290,SRR25723198,SRR25723252,SRR25723197,SRR25723184,SRR25723280,SRR25723270,SRR25723277,SRR25723288,SRR25723229,SRR25723221,SRR25723236,SRR25723190,SRR25723232,SRR25723258,SRR25723262,SRR25723275,SRR25723241,SRR25723237,SRR25723210,SRR25723228,SRR25723281,SRR25723257,SRR25723244,SRR25723264,SRR25723192,SRR25723278,SRR25723193,SRR25723269,SRR25723273,SRR25723250,SRR25723246,SRR25723203,SRR25723223,SRR25723202,SRR25723242,SRR25723289,SRR25723206,SRR25723233,SRR25723263,SRR25723243,SRR25723267,SRR25723230,SRR25723226,SRR25723253,SRR25723209,SRR25723188,SRR25723254,SRR25723195,SRR25723265,SRR25723291,SRR25723218,SRR25723266,SRR25723204,SRR25723255,SRR25723231,SRR25723227,SRR25723284,SRR25723183,SRR25723268,SRR25723251,SRR25723285,SRR25723238,SRR25723249,SRR25723240,SRR25723186,SRR25723222,SRR25723259,SRR25723211,SRR25723260,SRR25723283,SRR25723216,SRR25723187,SRR25723282,SRR25723194,SRR25723292,SRR25723189,SRR25723248,SRR25723225,SRR25723213
Megasphaera hexanoica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00533,0.0,0.0,0.0,0.0,0.00085,0.0,0.0,0.0,0.00752,0.0,0.0,0.0,0.00042,0.0,0.00025,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.0,0.00052,0.0,0.00128,0.0,0.0,0.0,0.0,0.00953,0.0,0.0,0.0,0.0,0.01464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01904,0.0,0.0,0.00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00246,0.0,0.00099,0.0,0.0,0.0,0.0,0.0,0.0,0.00164,0.0,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megasphaera stantonii,0.0,0.0,0.0,0.0,0.00032,0.00099,0.0,0.0,0.0,0.0,0.0,0.00576,0.0,0.00113,0.0,0.0,0.00213,0.0,0.0,0.00172,0.00248,0.00179,0.0,0.0,0.0,0.0023,0.0,0.0,0.00266,0.0,0.0,0.00037,0.00162,0.0,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.00327,0.0,0.00189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.00136,0.0,0.0,0.0,0.0,0.00554,0.0,0.00183,0.0,0.0,0.00572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00934,0.0005,0.0,0.00136,0.0,0.0,0.00195,0.0,0.00326,0.0,0.0,0.00211,0.0,0.00122,0.0,0.0,0.0,0.0,0.0,0.0,0.00251,0.00125,0.0,0.0,0.0,0.0,0.00151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Methanosphaera stadtmanae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.00153,0.0,0.0,0.00192,0.0,0.0,0.0,0.0,0.00098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00106,0.0,0.00091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055,0.0003,0.0,0.0006,0.0,0.0,0.0,0.0,0.0,0.00077,0.0,0.0014,0.0,0.00028,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046,0.0,0.00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00145,0.00027,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.00223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00101,0.00036,0.0
Moraxella nasibovis,0.0,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morganella morganii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mycetohabitans endofungorum,0.0,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mycoplasma capricolum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olsenella sp. oral taxon 807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.00041,0.0,0.0,0.00072,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046,0.0007,0.0,0.0,0.0,0.00047,0.0,0.0,0.0,0.0,0.0,0.00111,0.0,0.00059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00161,0.0,0.0,0.00082,0.0,0.0,0.0,0.0,0.0,0.0,0.00065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004,0.00029,0.0
Ornithinibacillus sp. 4-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023,0.0,0.0,0.00047,0.00029,0.0,0.0,0.0,0.0,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.00023,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscillibacter hominis,0.0,0.00066,0.00066,0.0,0.00045,0.00031,0.00078,0.00462,0.0008,0.0,0.00062,0.00044,0.0,0.0,0.0034,0.0036,0.00047,0.00357,0.0045,0.0,0.0,0.00028,0.0,0.00196,0.00033,0.0,0.00038,0.00514,0.00065,0.0004,0.0,0.00044,0.00071,0.0,0.001,0.00086,0.00174,0.00314,0.00141,0.0,0.00043,0.00048,0.00071,0.0,0.00059,0.00302,0.00738,0.00101,0.0006,0.00231,0.00027,0.00035,0.0,0.00039,0.0,0.00505,0.0006,0.00318,0.0,0.00617,0.00284,0.00027,0.00051,0.0,0.00399,0.00086,0.0004,0.0,0.00061,0.0,0.00261,0.00066,0.00267,0.00044,0.00086,0.00032,0.0,0.0,0.00054,0.00062,0.00631,0.00495,0.00036,0.00681,0.0005,0.0,0.0,0.00057,0.0,0.00036,0.00416,0.00078,0.00043,0.00093,0.00035,0.00077,0.00063,0.0,0.00239,0.00552,0.00402,0.0,0.00042,0.0003,0.0,0.0005,0.00343,0.0039,0.00492,0.00313,0.0
Ottowia sp. oral taxon 894,0.00066,0.0004,0.0005,0.0,0.00062,0.0006,0.00051,0.0,0.0007,0.0,0.0,0.0,0.0,0.00039,0.0,0.0,0.0,0.0,0.0,0.00092,0.0,0.0,0.00111,0.0,0.00051,0.0,0.00047,0.0,0.0,0.00044,0.0,0.00058,0.00052,0.0,0.0007,0.00096,0.0,0.0,0.0,0.0,0.00048,0.00052,0.00046,0.0,0.00056,0.0,0.0,0.0,0.00126,0.0,0.00027,0.00079,0.0,0.0,0.00084,0.0,0.00046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.00078,0.00069,0.0,0.0,0.0005,0.0,0.00039,0.0,0.0,0.00079,0.0,0.00076,0.0,0.00038,0.0,0.0,0.0,0.0,0.00142,0.0005,0.00057,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.00036,0.0005,0.00109,0.0,0.0,0.0,0.0,0.0003
Paenibacillus alvei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113,0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paenibacillus cellulositrophicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paenibacillus protaetiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paludicola sp. MB14-C6,0.00079,0.00035,0.00043,0.0,0.00037,0.0006,0.00099,0.0,0.0005,0.0,0.0,0.00049,0.0,0.0,0.0,0.0,0.00035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041,0.0,0.0,0.0,0.00036,0.0,0.00047,0.00082,0.0,0.0,0.0002,0.0,0.00024,0.0004,0.0,0.0,0.0004,0.0,0.0,0.0,0.00026,0.0,0.00042,0.00056,0.0,0.00041,0.0,0.0,0.00054,0.0,0.00036,0.0,0.0,0.00059,0.0006,0.0,0.0,0.0,0.00052,0.0,0.0004,0.0,0.0,0.00053,0.0,0.00058,0.00045,0.00068,0.0,0.0,0.0005,0.00055,0.0,0.0,0.0004,0.0,0.00038,0.00054,0.00031,0.00029,0.0,0.0,0.0,0.0,0.00025,0.0,0.00039,0.00052,0.00038,0.0,0.0,0.0,0.0,0.0,0.0004,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0004
Parabacteroides distasonis,0.00106,0.00271,0.00099,0.0,0.0,0.0,0.0,0.0,0.0,0.00647,0.0,0.0,0.00226,0.0,0.0,0.0,0.00048,0.0,0.0,0.0,0.00072,0.0,0.0,0.0,0.00079,0.0,0.0,0.0,0.0,0.0,0.00217,0.0,0.0,0.00562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00348,0.0,0.0,0.0,0.00094,0.0,0.0027,0.0,0.0,0.001,0.00204,0.0,0.0,0.0,0.00074,0.0,0.0,0.00455,0.00048,0.0,0.0,0.0,0.00278,0.0,0.0,0.00098,0.0,0.00066,0.0,0.0,0.0,0.00286,0.0,0.0,0.00199,0.0,0.0,0.0,0.0,0.0,0.0,0.00175,0.00138,0.0,0.0,0.0,0.0,0.00709,0.0,0.00087,0.00268,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00287
Parabacteroides merdae,0.00233,0.00129,0.00185,0.0,0.0,0.0,0.0,0.0,0.0,0.00536,0.0,0.00062,0.00129,0.00276,0.0,0.0,0.00058,0.0,0.0,0.0,0.0,0.00091,0.0,0.0,0.00157,0.0,0.00208,0.0,0.0,0.0,0.00139,0.00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00178,0.0,0.0,0.00405,0.00492,0.0019,0.0,0.0,0.0,0.00283,0.0,0.00146,0.00021,0.0,0.00173,0.00323,0.0,0.0,0.0,0.00098,0.0,0.0,0.00301,0.00299,0.00162,0.0,0.0,0.00107,0.0,0.00212,0.00196,0.0,0.00289,0.0,0.00244,0.0,0.00322,0.00443,0.0,0.00187,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.00619,0.00171,0.0042,0.00277,0.0,0.00246,0.0,0.00165,0.00079,0.00385,0.00213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273,0.0,0.0,0.0,0.0,0.0,0.00475
Parafannyhessea umbonata,0.00039,0.0,0.0,0.0,0.0,0.0,0.00036,0.0,0.00048,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.0,0.0,0.0,0.0,0.00061,0.00069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00057,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00179,0.0,0.0,0.0,0.0,0.00051,0.00032,0.0,0.0,0.00023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113,0.0,0.0,0.0,0.0,0.0,0.0,0.00105
Paraprevotella clara,0.0,0.00025,0.0,0.0,0.0,0.0,0.0,0.05966,0.0,0.0,0.09064,0.0,0.0,0.0,0.09856,0.15829,0.0,0.14217,0.09814,0.0,0.0,0.0,0.0,0.11145,0.0,0.0,0.0,0.07555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021,0.03465,0.05023,0.08849,0.0,0.0,0.0,0.0,0.0,0.0,0.03689,0.05614,0.07417,0.0,0.13813,0.0,0.0,0.0,0.0,0.0,0.05004,0.0,0.12537,0.0,0.0762,0.06583,0.0,0.00038,0.0,0.13724,0.0,0.0,0.0,0.0,0.0,0.01997,0.0,0.02941,0.0,0.0,0.0,0.0,0.0,0.0,0.00022,0.03927,0.07647,0.0,0.12557,0.0,0.0,0.0,0.0,0.0,0.0,0.10366,0.00034,0.0,0.0,0.0,0.00022,0.0,0.0,0.14895,0.12417,0.10231,0.0,0.0,0.0,0.0,0.0,0.08548,0.11147,0.09375,0.01609,0.0
Paraprevotella xylaniphila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pectobacterium parmentieri,0.0,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pediococcus acidilactici,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00192
Pediococcus parvulus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00066,0.0,0.0,0.0,0.0,0.0,0.00081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00105
Pediococcus pentosaceus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.0,0.0,0.0,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peptoniphilus genitalis,0.00994,0.0088,0.00162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00571,0.0,0.0,0.0,0.0,0.0,0.01006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00113,0.0,0.00506,0.0,0.0,0.0,0.01565,0.0,0.00794,0.0,0.0,0.0,0.00786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.0,0.0065,0.0,0.0,0.00184,0.0,0.00154,0.0,0.00316,0.0,0.0,0.0,0.0,0.00473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00814,0.0,0.0,0.0,0.0,0.0,0.0,0.00674,0.00215,0.00124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00512
Petrocella atlantisensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032,0.0,0.0,0.00066,0.0,0.0,0.0,0.00036,0.00066,0.0,0.0,0.00027,0.0,0.0,0.0,0.0,0.00059,0.0,0.0,0.0,0.00082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,0.0009,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.00067,0.0,0.00077,0.0,0.00039,0.00077,0.0,0.0,0.0,0.00037,0.0,0.0,0.0,0.0,0.0,0.0005,0.0,0.00138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00078,0.00032,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.00053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.0,0.00043,0.0013,0.0
Petroclostridium sp. X23,0.0,0.0,0.0,0.0,0.00164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00155,0.0,0.0,0.00096,0.0,0.00108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033,0.0,0.0,0.00079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00171,0.0,0.0,0.00235,0.0,0.0,0.0,0.0,0.0,0.0
